Country Name,Country Code,Parameters,Year,Value,Country Group
Canada,CAN,"Population, total",1997,29905948.0,G7
Japan,JPN,"Population, total",1997,126057000.0,G7
France,FRA,"Population, total",1997,59969944.0,G7
Germany,DEU,"Population, total",1997,82034771.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,7.34,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,11.81,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,3.23,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,19.68,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,9.0,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,5.0,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,7.07,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,11.99,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,9.1,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,3.37,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,12.57,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,9.86,G7
India,IND,Current account balance (% of GDP),1998,-1.64,BRICS
Russian Federation,RUS,Current account balance (% of GDP),1998,0.03,BRICS
China,CHN,Current account balance (% of GDP),1998,3.06,BRICS
South Africa,ZAF,Current account balance (% of GDP),1998,-1.44,BRICS
Brazil,BRA,Current account balance (% of GDP),1998,-4.05,BRICS
United States,USA,Current account balance (% of GDP),1998,-2.37,G7
United Kingdom,GBR,Current account balance (% of GDP),1998,-0.32,G7
Italy,ITA,Current account balance (% of GDP),1998,1.58,G7
Canada,CAN,Current account balance (% of GDP),1998,-1.42,G7
Japan,JPN,Current account balance (% of GDP),1998,2.8,G7
France,FRA,Current account balance (% of GDP),1998,2.51,G7
Germany,DEU,Current account balance (% of GDP),1998,-0.7,G7
India,IND,"Fertility rate, total (births per woman)",1998,3.45,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",1998,1.23,BRICS
China,CHN,"Fertility rate, total (births per woman)",1998,1.52,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",1998,2.63,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",1998,2.41,BRICS
United States,USA,"Fertility rate, total (births per woman)",1998,2.0,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",1998,1.71,G7
Italy,ITA,"Fertility rate, total (births per woman)",1998,1.22,G7
Canada,CAN,"Fertility rate, total (births per woman)",1998,1.56,G7
Japan,JPN,"Fertility rate, total (births per woman)",1998,1.38,G7
France,FRA,"Fertility rate, total (births per woman)",1998,1.78,G7
Germany,DEU,"Fertility rate, total (births per woman)",1998,1.36,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",1998,0.63,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",1998,1.02,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",1998,4.44,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",1998,0.36,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",1998,3.34,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",1998,2.33,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",1998,6.64,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",1998,0.21,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",1998,3.94,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",1998,0.06,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",1998,1.96,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",1998,1.32,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",1998,0.01,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",1998,0.45,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",1998,0.44,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",1998,1.07,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",1998,0.33,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",1998,1.93,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",1998,9.55,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",1998,0.98,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",1998,5.73,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",1998,0.48,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",1998,3.04,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",1998,4.33,G7
India,IND,GDP (current US$),1998,421000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),1998,271000000000.0,BRICS
China,CHN,GDP (current US$),1998,1030000000000.0,BRICS
South Africa,ZAF,GDP (current US$),1998,153000000000.0,BRICS
Brazil,BRA,GDP (current US$),1998,864000000000.0,BRICS
United States,USA,GDP (current US$),1998,9060000000000.0,G7
United Kingdom,GBR,GDP (current US$),1998,1650000000000.0,G7
Italy,ITA,GDP (current US$),1998,1270000000000.0,G7
Canada,CAN,GDP (current US$),1998,634000000000.0,G7
Japan,JPN,GDP (current US$),1998,4100000000000.0,G7
France,FRA,GDP (current US$),1998,1500000000000.0,G7
Germany,DEU,GDP (current US$),1998,2240000000000.0,G7
India,IND,GDP growth (annual %),1998,6.18,BRICS
Russian Federation,RUS,GDP growth (annual %),1998,-5.3,BRICS
China,CHN,GDP growth (annual %),1998,7.85,BRICS
South Africa,ZAF,GDP growth (annual %),1998,0.5,BRICS
Brazil,BRA,GDP growth (annual %),1998,0.34,BRICS
United States,USA,GDP growth (annual %),1998,4.48,G7
United Kingdom,GBR,GDP growth (annual %),1998,3.41,G7
Italy,ITA,GDP growth (annual %),1998,1.81,G7
Canada,CAN,GDP growth (annual %),1998,3.89,G7
Japan,JPN,GDP growth (annual %),1998,-1.27,G7
France,FRA,GDP growth (annual %),1998,3.59,G7
Germany,DEU,GDP growth (annual %),1998,2.01,G7
India,IND,GDP per capita (current US$),1998,412.51,BRICS
Russian Federation,RUS,GDP per capita (current US$),1998,1834.86,BRICS
China,CHN,GDP per capita (current US$),1998,828.59,BRICS
South Africa,ZAF,GDP per capita (current US$),1998,3336.44,BRICS
Brazil,BRA,GDP per capita (current US$),1998,5049.76,BRICS
United States,USA,GDP per capita (current US$),1998,32853.67,G7
United Kingdom,GBR,GDP per capita (current US$),1998,28274.5,G7
Italy,ITA,GDP per capita (current US$),1998,22318.14,G7
Canada,CAN,GDP per capita (current US$),1998,21024.59,G7
Japan,JPN,GDP per capita (current US$),1998,32423.76,G7
France,FRA,GDP per capita (current US$),1998,24971.57,G7
Germany,DEU,GDP per capita (current US$),1998,27289.06,G7
India,IND,GDP per capita growth (annual %),1998,4.2,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),1998,-5.14,BRICS
China,CHN,GDP per capita growth (annual %),1998,6.82,BRICS
South Africa,ZAF,GDP per capita growth (annual %),1998,-0.74,BRICS
Brazil,BRA,GDP per capita growth (annual %),1998,-1.12,BRICS
United States,USA,GDP per capita growth (annual %),1998,3.27,G7
United Kingdom,GBR,GDP per capita growth (annual %),1998,3.11,G7
Italy,ITA,GDP per capita growth (annual %),1998,1.78,G7
Canada,CAN,GDP per capita growth (annual %),1998,3.03,G7
Japan,JPN,GDP per capita growth (annual %),1998,-1.54,G7
France,FRA,GDP per capita growth (annual %),1998,3.21,G7
Germany,DEU,GDP per capita growth (annual %),1998,2.0,G7
India,IND,Gross savings (% of GDP),1998,25.89,BRICS
Russian Federation,RUS,Gross savings (% of GDP),1998,19.32,BRICS
China,CHN,Gross savings (% of GDP),1998,38.35,BRICS
South Africa,ZAF,Gross savings (% of GDP),1998,14.77,BRICS
Brazil,BRA,Gross savings (% of GDP),1998,13.89,BRICS
United States,USA,Gross savings (% of GDP),1998,21.39,G7
United Kingdom,GBR,Gross savings (% of GDP),1998,17.48,G7
Italy,ITA,Gross savings (% of GDP),1998,21.63,G7
Canada,CAN,Gross savings (% of GDP),1998,19.77,G7
Japan,JPN,Gross savings (% of GDP),1998,32.35,G7
France,FRA,Gross savings (% of GDP),1998,23.86,G7
Germany,DEU,Gross savings (% of GDP),1998,23.23,G7
India,IND,Imports of goods and services (% of GDP),1998,12.68,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),1998,24.55,BRICS
China,CHN,Imports of goods and services (% of GDP),1998,14.08,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),1998,21.52,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),1998,9.41,BRICS
United States,USA,Imports of goods and services (% of GDP),1998,12.31,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),1998,24.91,G7
Italy,ITA,Imports of goods and services (% of GDP),1998,21.03,G7
Canada,CAN,Imports of goods and services (% of GDP),1998,38.05,G7
Japan,JPN,Imports of goods and services (% of GDP),1998,8.63,G7
France,FRA,Imports of goods and services (% of GDP),1998,23.38,G7
Germany,DEU,Imports of goods and services (% of GDP),1998,25.18,G7
India,IND,"Inflation, consumer prices (annual %)",1998,13.23,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",1998,27.69,BRICS
China,CHN,"Inflation, consumer prices (annual %)",1998,-0.77,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",1998,6.88,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",1998,3.2,BRICS
United States,USA,"Inflation, consumer prices (annual %)",1998,1.55,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",1998,1.82,G7
Italy,ITA,"Inflation, consumer prices (annual %)",1998,1.96,G7
Canada,CAN,"Inflation, consumer prices (annual %)",1998,1.0,G7
Japan,JPN,"Inflation, consumer prices (annual %)",1998,0.66,G7
France,FRA,"Inflation, consumer prices (annual %)",1998,0.65,G7
Germany,DEU,"Inflation, consumer prices (annual %)",1998,0.91,G7
India,IND,Population ages 65 and above (% of total population),1998,4.38,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),1998,12.35,BRICS
China,CHN,Population ages 65 and above (% of total population),1998,6.51,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),1998,4.13,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),1998,5.29,BRICS
United States,USA,Population ages 65 and above (% of total population),1998,12.46,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),1998,15.77,G7
Italy,ITA,Population ages 65 and above (% of total population),1998,17.72,G7
Canada,CAN,Population ages 65 and above (% of total population),1998,12.3,G7
Japan,JPN,Population ages 65 and above (% of total population),1998,16.66,G7
France,FRA,Population ages 65 and above (% of total population),1998,15.88,G7
Germany,DEU,Population ages 65 and above (% of total population),1998,15.85,G7
India,IND,Population growth (annual %),1998,1.89,BRICS
Russian Federation,RUS,Population growth (annual %),1998,-0.17,BRICS
China,CHN,Population growth (annual %),1998,0.96,BRICS
South Africa,ZAF,Population growth (annual %),1998,1.24,BRICS
Brazil,BRA,Population growth (annual %),1998,1.47,BRICS
United States,USA,Population growth (annual %),1998,1.17,G7
United Kingdom,GBR,Population growth (annual %),1998,0.29,G7
Italy,ITA,Population growth (annual %),1998,0.03,G7
Canada,CAN,Population growth (annual %),1998,0.83,G7
Japan,JPN,Population growth (annual %),1998,0.27,G7
France,FRA,Population growth (annual %),1998,0.37,G7
Germany,DEU,Population growth (annual %),1998,0.02,G7
India,IND,"Population, total",1998,1021434576.0,BRICS
Russian Federation,RUS,"Population, total",1998,147670784.0,BRICS
China,CHN,"Population, total",1998,1241935000.0,BRICS
South Africa,ZAF,"Population, total",1998,45852166.0,BRICS
Brazil,BRA,"Population, total",1998,171039804.0,BRICS
United States,USA,"Population, total",1998,275854000.0,G7
United Kingdom,GBR,"Population, total",1998,58487141.0,G7
Italy,ITA,"Population, total",1998,56906744.0,G7
Canada,CAN,"Population, total",1998,30155173.0,G7
Japan,JPN,"Population, total",1998,126400000.0,G7
France,FRA,"Population, total",1998,60192790.0,G7
Germany,DEU,"Population, total",1998,82047195.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,7.52,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,13.26,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,3.24,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,19.82,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,10.15,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,4.51,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,6.2,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,12.12,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,8.28,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,4.08,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,12.07,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,9.79,G7
India,IND,Current account balance (% of GDP),1999,-0.7,BRICS
Russian Federation,RUS,Current account balance (% of GDP),1999,11.67,BRICS
China,CHN,Current account balance (% of GDP),1999,1.93,BRICS
South Africa,ZAF,Current account balance (% of GDP),1999,-0.45,BRICS
Brazil,BRA,Current account balance (% of GDP),1999,-4.47,BRICS
United States,USA,Current account balance (% of GDP),1999,-2.98,G7
United Kingdom,GBR,Current account balance (% of GDP),1999,-2.12,G7
Italy,ITA,Current account balance (% of GDP),1999,0.8,G7
Canada,CAN,Current account balance (% of GDP),1999,0.12,G7
Japan,JPN,Current account balance (% of GDP),1999,2.46,G7
France,FRA,Current account balance (% of GDP),1999,3.39,G7
Germany,DEU,Current account balance (% of GDP),1999,-1.43,G7
India,IND,"Fertility rate, total (births per woman)",1999,3.38,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",1999,1.16,BRICS
China,CHN,"Fertility rate, total (births per woman)",1999,1.53,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",1999,2.56,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",1999,2.33,BRICS
United States,USA,"Fertility rate, total (births per woman)",1999,2.01,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",1999,1.68,G7
Italy,ITA,"Fertility rate, total (births per woman)",1999,1.23,G7
Canada,CAN,"Fertility rate, total (births per woman)",1999,1.55,G7
Japan,JPN,"Fertility rate, total (births per woman)",1999,1.34,G7
France,FRA,"Fertility rate, total (births per woman)",1999,1.81,G7
Germany,DEU,"Fertility rate, total (births per woman)",1999,1.36,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",1999,0.47,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",1999,1.66,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",1999,3.75,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",1999,0.99,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",1999,4.73,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",1999,3.24,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",1999,7.7,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",1999,0.55,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",1999,4.05,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",1999,0.32,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",1999,3.08,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",1999,3.92,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",1999,0.02,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",1999,1.12,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",1999,0.37,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",1999,1.05,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",1999,0.25,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",1999,2.57,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",1999,14.36,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",1999,0.02,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",1999,2.94,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",1999,0.52,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",1999,8.4,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",1999,6.35,G7
India,IND,GDP (current US$),1999,459000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),1999,196000000000.0,BRICS
China,CHN,GDP (current US$),1999,1090000000000.0,BRICS
South Africa,ZAF,GDP (current US$),1999,152000000000.0,BRICS
Brazil,BRA,GDP (current US$),1999,600000000000.0,BRICS
United States,USA,GDP (current US$),1999,9630000000000.0,G7
United Kingdom,GBR,GDP (current US$),1999,1690000000000.0,G7
Italy,ITA,GDP (current US$),1999,1250000000000.0,G7
Canada,CAN,GDP (current US$),1999,678000000000.0,G7
Japan,JPN,GDP (current US$),1999,4640000000000.0,G7
France,FRA,GDP (current US$),1999,1490000000000.0,G7
Germany,DEU,GDP (current US$),1999,2190000000000.0,G7
India,IND,GDP growth (annual %),1999,8.85,BRICS
Russian Federation,RUS,GDP growth (annual %),1999,6.4,BRICS
China,CHN,GDP growth (annual %),1999,7.66,BRICS
South Africa,ZAF,GDP growth (annual %),1999,2.4,BRICS
Brazil,BRA,GDP growth (annual %),1999,0.47,BRICS
United States,USA,GDP growth (annual %),1999,4.79,G7
United Kingdom,GBR,GDP growth (annual %),1999,3.07,G7
Italy,ITA,GDP growth (annual %),1999,1.63,G7
Canada,CAN,GDP growth (annual %),1999,5.14,G7
Japan,JPN,GDP growth (annual %),1999,-0.33,G7
France,FRA,GDP growth (annual %),1999,3.42,G7
Germany,DEU,GDP growth (annual %),1999,1.89,G7
India,IND,GDP per capita (current US$),1999,440.96,BRICS
Russian Federation,RUS,GDP per capita (current US$),1999,1330.76,BRICS
China,CHN,GDP per capita (current US$),1999,873.29,BRICS
South Africa,ZAF,GDP per capita (current US$),1999,3267.94,BRICS
Brazil,BRA,GDP per capita (current US$),1999,3456.42,BRICS
United States,USA,GDP per capita (current US$),1999,34515.38,G7
United Kingdom,GBR,GDP per capita (current US$),1999,28762.09,G7
Italy,ITA,GDP per capita (current US$),1999,22005.05,G7
Canada,CAN,GDP per capita (current US$),1999,22315.25,G7
Japan,JPN,GDP per capita (current US$),1999,36610.17,G7
France,FRA,GDP per capita (current US$),1999,24678.39,G7
Germany,DEU,GDP per capita (current US$),1999,26734.94,G7
India,IND,GDP per capita growth (annual %),1999,6.85,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),1999,6.73,BRICS
China,CHN,GDP per capita growth (annual %),1999,6.73,BRICS
South Africa,ZAF,GDP per capita growth (annual %),1999,1.27,BRICS
Brazil,BRA,GDP per capita growth (annual %),1999,-0.95,BRICS
United States,USA,GDP per capita growth (annual %),1999,3.59,G7
United Kingdom,GBR,GDP per capita growth (annual %),1999,2.72,G7
Italy,ITA,GDP per capita growth (annual %),1999,1.61,G7
Canada,CAN,GDP per capita growth (annual %),1999,4.29,G7
Japan,JPN,GDP per capita growth (annual %),1999,-0.52,G7
France,FRA,GDP per capita growth (annual %),1999,2.89,G7
Germany,DEU,GDP per capita growth (annual %),1999,1.82,G7
India,IND,Gross savings (% of GDP),1999,25.64,BRICS
Russian Federation,RUS,Gross savings (% of GDP),1999,28.25,BRICS
China,CHN,Gross savings (% of GDP),1999,36.56,BRICS
South Africa,ZAF,Gross savings (% of GDP),1999,14.41,BRICS
Brazil,BRA,Gross savings (% of GDP),1999,12.74,BRICS
United States,USA,Gross savings (% of GDP),1999,20.93,G7
United Kingdom,GBR,Gross savings (% of GDP),1999,15.96,G7
Italy,ITA,Gross savings (% of GDP),1999,21.03,G7
Canada,CAN,Gross savings (% of GDP),1999,21.1,G7
Japan,JPN,Gross savings (% of GDP),1999,30.65,G7
France,FRA,Gross savings (% of GDP),1999,24.49,G7
Germany,DEU,Gross savings (% of GDP),1999,22.56,G7
India,IND,Imports of goods and services (% of GDP),1999,13.36,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),1999,26.17,BRICS
China,CHN,Imports of goods and services (% of GDP),1999,15.36,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),1999,19.99,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),1999,11.42,BRICS
United States,USA,Imports of goods and services (% of GDP),1999,13.0,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),1999,25.33,G7
Italy,ITA,Imports of goods and services (% of GDP),1999,21.42,G7
Canada,CAN,Imports of goods and services (% of GDP),1999,38.25,G7
Japan,JPN,Imports of goods and services (% of GDP),1999,8.32,G7
France,FRA,Imports of goods and services (% of GDP),1999,23.68,G7
Germany,DEU,Imports of goods and services (% of GDP),1999,26.41,G7
India,IND,"Inflation, consumer prices (annual %)",1999,4.67,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",1999,85.75,BRICS
China,CHN,"Inflation, consumer prices (annual %)",1999,-1.4,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",1999,5.18,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",1999,4.86,BRICS
United States,USA,"Inflation, consumer prices (annual %)",1999,2.19,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",1999,1.75,G7
Italy,ITA,"Inflation, consumer prices (annual %)",1999,1.66,G7
Canada,CAN,"Inflation, consumer prices (annual %)",1999,1.73,G7
Japan,JPN,"Inflation, consumer prices (annual %)",1999,-0.34,G7
France,FRA,"Inflation, consumer prices (annual %)",1999,0.54,G7
Germany,DEU,"Inflation, consumer prices (annual %)",1999,0.59,G7
India,IND,Population ages 65 and above (% of total population),1999,4.44,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),1999,12.32,BRICS
China,CHN,Population ages 65 and above (% of total population),1999,6.72,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),1999,4.14,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),1999,5.4,BRICS
United States,USA,Population ages 65 and above (% of total population),1999,12.4,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),1999,15.73,G7
Italy,ITA,Population ages 65 and above (% of total population),1999,18.01,G7
Canada,CAN,Population ages 65 and above (% of total population),1999,12.4,G7
Japan,JPN,Population ages 65 and above (% of total population),1999,17.22,G7
France,FRA,Population ages 65 and above (% of total population),1999,16.03,G7
Germany,DEU,Population ages 65 and above (% of total population),1999,16.06,G7
India,IND,Population growth (annual %),1999,1.85,BRICS
Russian Federation,RUS,Population growth (annual %),1999,-0.31,BRICS
China,CHN,Population growth (annual %),1999,0.87,BRICS
South Africa,ZAF,Population growth (annual %),1999,1.11,BRICS
Brazil,BRA,Population growth (annual %),1999,1.42,BRICS
United States,USA,Population growth (annual %),1999,1.15,G7
United Kingdom,GBR,Population growth (annual %),1999,0.33,G7
Italy,ITA,Population growth (annual %),1999,0.02,G7
Canada,CAN,Population growth (annual %),1999,0.81,G7
Japan,JPN,Population growth (annual %),1999,0.18,G7
France,FRA,Population growth (annual %),1999,0.52,G7
Germany,DEU,Population growth (annual %),1999,0.06,G7
India,IND,"Population, total",1999,1040500054.0,BRICS
Russian Federation,RUS,"Population, total",1999,147214776.0,BRICS
China,CHN,"Population, total",1999,1252735000.0,BRICS
South Africa,ZAF,"Population, total",1999,46364681.0,BRICS
Brazil,BRA,"Population, total",1999,173486281.0,BRICS
United States,USA,"Population, total",1999,279040000.0,G7
United Kingdom,GBR,"Population, total",1999,58682466.0,G7
Italy,ITA,"Population, total",1999,56916317.0,G7
Canada,CAN,"Population, total",1999,30401286.0,G7
Japan,JPN,"Population, total",1999,126631000.0,G7
France,FRA,"Population, total",1999,60504420.0,G7
Germany,DEU,"Population, total",1999,82100243.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,7.68,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,13.04,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,3.25,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,19.93,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,11.13,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,4.22,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,6.04,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,11.68,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,7.58,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,4.68,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,11.98,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,8.85,G7
India,IND,Current account balance (% of GDP),2000,-0.98,BRICS
Russian Federation,RUS,Current account balance (% of GDP),2000,17.47,BRICS
China,CHN,Current account balance (% of GDP),2000,1.69,BRICS
South Africa,ZAF,Current account balance (% of GDP),2000,-0.13,BRICS
Brazil,BRA,Current account balance (% of GDP),2000,-4.05,BRICS
United States,USA,Current account balance (% of GDP),2000,-3.92,G7
United Kingdom,GBR,Current account balance (% of GDP),2000,-1.81,G7
Italy,ITA,Current account balance (% of GDP),2000,-0.27,G7
Canada,CAN,Current account balance (% of GDP),2000,2.48,G7
Japan,JPN,Current account balance (% of GDP),2000,2.63,G7
France,FRA,Current account balance (% of GDP),2000,1.18,G7
Germany,DEU,Current account balance (% of GDP),2000,-1.74,G7
India,IND,"Fertility rate, total (births per woman)",2000,3.35,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",2000,1.2,BRICS
China,CHN,"Fertility rate, total (births per woman)",2000,1.63,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",2000,2.41,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",2000,2.26,BRICS
United States,USA,"Fertility rate, total (births per woman)",2000,2.06,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",2000,1.64,G7
Italy,ITA,"Fertility rate, total (births per woman)",2000,1.26,G7
Canada,CAN,"Fertility rate, total (births per woman)",2000,1.51,G7
Japan,JPN,"Fertility rate, total (births per woman)",2000,1.36,G7
France,FRA,"Fertility rate, total (births per woman)",2000,1.89,G7
Germany,DEU,"Fertility rate, total (births per woman)",2000,1.38,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",2000,0.77,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",2000,1.03,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",2000,3.48,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",2000,0.64,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",2000,5.03,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",2000,3.41,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",2000,9.85,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",2000,1.15,G7
